"species","model","origin","lead","target","true_y","pred_y","sd_pred","logs","logs_lim","crps"
"GREG","nb",2008,5,2013,8208,9825.53463,2281.83632554812,8.69227991273656,8.69217900662896,859.5993732009
"WHIB","nb",2008,1,2009,43415,31784.553,9793.57219255435,11.0752074348423,11.0749448050263,8008.5234295562
"WHIB","nb",2008,2,2010,9047,14944.82528,7249.10032212189,9.63689849986614,9.63682420030294,2821.5270946452
"WHIB","nb",2008,3,2011,13599,105532.18798,41448.40910396,19.5270882046089,19.2644077943484,69660.0264335022
"WHIB","nb",2008,4,2012,13022,27216.04834,12723.8549306555,10.6305955156284,10.6304561913983,7814.0744733806
"WHIB","nb",2008,5,2013,22226,22333.83691,12733.7681999146,10.3321251818239,10.3320157111145,2792.4526459621
"WOST","nb",2008,1,2009,4063,2366.56879,770.033203153783,9.79978184153014,9.79884776063949,1311.2457967079
"WOST","nb",2008,2,2010,1000,591.49833,231.697403123292,8.0890318536574,8.08845196560952,305.4822946501
"WOST","nb",2008,3,2011,1727,1827.76125,817.547336283905,7.51887715695391,7.51878156371667,172.0054366697
"WOST","nb",2008,4,2012,820,1653.63558,709.527885608641,7.85946819227635,7.85931595804457,471.677802209
"WOST","nb",2008,5,2013,2511,1342.77298,647.911346383938,9.22348735580282,9.2228134439494,891.8943403454
"GREG","p",2009,1,2010,4627,8996.50855,49.6818881464624,Inf,14.099570818733,4341.4884093151
"GREG","p",2009,2,2011,6971,11074.47639,50.5061771599001,Inf,14.1143859045181,4074.9812780345
"GREG","p",2009,3,2012,7290,10342.80288,52.9160579105951,Inf,14.1715443183581,3022.9431022202
"GREG","p",2009,4,2013,8208,10611.0839,66.784956263322,Inf,14.3946878696723,2365.4180502238
"GREG","p",2009,5,2014,5624,11678.62359,63.9271785108136,Inf,14.3607863179966,6018.5756840737
"WHIB","p",2009,1,2010,9047,18155.27778,85.5576102945752,Inf,14.6484683904484,9060.0080658648
"WHIB","p",2009,2,2011,13599,65191.89698,245.432087054593,Inf,15.6969965747191,51454.396745069
"WHIB","p",2009,3,2012,13022,28247.39228,121.820634537305,Inf,14.9886284001488,15156.712837338
"WHIB","p",2009,4,2013,22226,25123.72261,133.642060769774,Inf,15.0850500189427,2822.3239152455
"WHIB","p",2009,5,2014,16335,38284.34632,175.650139630383,Inf,15.3629383404771,21850.2487529182
"WOST","p",2009,1,2010,1000,790.75414,17.738668480582,Inf,13.0639890232636,199.2421646764
"WOST","p",2009,2,2011,1727,1703.54074,42.8901570981986,4.84826802266367,4.84815567781758,15.2229856316
"WOST","p",2009,3,2012,820,2157.12675,45.4230848468471,Inf,14.0078808186433,1311.5093721023
"WOST","p",2009,4,2013,2511,1863.3318,46.2630214256647,Inf,14.0220125843871,621.5631386406
"WOST","p",2009,5,2014,1757,1075.01452,31.6545773829362,Inf,13.6447455629679,664.1234147596
"GREG","nb",2009,1,2010,4627,9598.39922,1730.19030150102,15.5208594297959,15.4064140345428,4004.8693997334
"GREG","nb",2009,2,2011,6971,12004.28707,1818.88471834171,13.8938458782867,13.8714667113138,4015.2645698299
"GREG","nb",2009,3,2012,7290,11187.08838,1927.26966957216,10.8974435089203,10.8963775420864,2826.3332472644
"GREG","nb",2009,4,2013,8208,11589.6606,2402.04247662447,9.57696093051532,9.57673061104964,2120.695364065
"GREG","nb",2009,5,2014,5624,12828.5412,2339.57156080626,17.5558882926642,17.0318064490031,5898.8219071086
"WHIB","nb",2009,1,2010,9047,15928.3677,6783.25285412607,9.82683901253786,9.82672519725977,3628.376542394
"WHIB","nb",2009,2,2011,13599,115528.72934,40737.8078230877,24.2176146690551,20.6969827936379,79836.826447636
"WHIB","nb",2009,3,2012,13022,29346.67683,11808.5106862439,11.266119454076,11.2658992719587,10089.6582627875
"WHIB","nb",2009,4,2013,22226,24159.3702,12060.6801221823,10.1802998084226,10.1802044453686,2463.5743012156
"WHIB","nb",2009,5,2014,16335,44074.88152,19038.1624304183,12.105819317502,12.1054205348028,17655.6970173532
"WOST","nb",2009,1,2010,1000,687.95568,241.32628145206,7.53322034842229,7.53290407690373,219.9998511376
"WOST","nb",2009,2,2011,1727,2190.21068,884.614344671917,7.5337188608019,7.53363178165562,237.1383772042
"WOST","nb",2009,3,2012,820,2073.99676,754.204258135773,9.51864073066996,9.51790840624264,846.8986936514
"WOST","nb",2009,4,2013,2511,1683.64906,698.763768071265,8.53912258039481,8.53881614404776,588.7158063938
"WOST","nb",2009,5,2014,1757,858.52857,392.346542207074,9.25194201959051,9.25081444423485,712.6106565751
"GREG","p",2010,1,2011,6971,10874.91208,51.5795078934449,Inf,14.1289847039393,3874.8166290648
"GREG","p",2010,2,2012,7290,8539.09488,37.4228462637441,Inf,13.8069012047702,1227.9906487172
"GREG","p",2010,3,2013,8208,8345.26996,44.4595873591679,9.52678971828068,9.51523154730605,112.214316775
"GREG","p",2010,4,2014,5624,9606.99502,45.7982470187878,Inf,14.0220125843871,3957.1561301366
"GREG","p",2010,5,2015,5069,11105.74927,53.6770617371766,Inf,14.1853376404904,6006.4738078789
"WHIB","p",2010,1,2011,13599,64864.65568,242.112555826075,Inf,15.6848383702393,51129.001922394
"WHIB","p",2010,2,2012,13022,23758.46527,85.8977708563935,Inf,14.6484683904484,10687.9752390193
"WHIB","p",2010,3,2013,22226,20186.68502,88.8494692718054,Inf,14.6771184881858,1989.1756610864
"WHIB","p",2010,4,2014,16335,32199.92634,127.409158246731,Inf,15.0365417558447,15793.0888637704
"WHIB","p",2010,5,2015,25256,52194.36419,209.422754147068,Inf,15.5403250969852,26820.2224105369
"WOST","p",2010,1,2011,1727,1768.69619,41.439924253757,5.13035506471108,5.13020149374996,24.9318964175
"WOST","p",2010,2,2012,820,2259.43608,42.4021350128049,Inf,13.9379294671766,1415.5231320706
"WOST","p",2010,3,2013,2511,1977.71708,43.2876203371627,Inf,13.9561650915258,508.8722402144
"WOST","p",2010,4,2014,1757,1168.43903,28.7217299624661,Inf,13.5472901757932,572.3533985475
"WOST","p",2010,5,2015,648,2039.33006,49.8851577694815,Inf,14.1011127109345,1363.187923194
"GREG","nb",2010,1,2011,6971,11565.60868,1824.11894176553,12.814266675559,12.8066333374977,3574.4178705566
"GREG","nb",2010,2,2012,7290,9209.6951,1370.31681646901,9.02792960506115,9.02769848111623,1212.161732819
"GREG","nb",2010,3,2013,8208,9114.01171,1623.46633433597,8.33045174488767,8.33038706256853,520.5017948713
"GREG","nb",2010,4,2014,5624,10489.47783,1693.3467419818,14.7119467210748,14.6581659759677,3918.3589140947
"GREG","nb",2010,5,2015,5069,12165.59736,1958.81863099301,27.3104036257909,17.7557636900478,6000.964855437
"WHIB","nb",2010,1,2011,13599,112556.55123,38386.5452584176,26.811867231022,20.6729293666575,78096.3329104913
"WHIB","nb",2010,2,2012,13022,25692.67797,8192.03778516661,11.2606380408525,11.2602578414721,8254.2258252133
"WHIB","nb",2010,3,2013,22226,20253.76588,7826.48483769035,10.0326937036279,10.032574270563,2257.0606136692
"WHIB","nb",2010,4,2014,16335,38504.74915,13349.1657162063,12.2806495643338,12.2800008657277,14941.6378011967
"WHIB","nb",2010,5,2015,25256,75663.94303,26367.4443135887,14.4727068649145,14.4697715836585,36083.8611049199
"WOST","nb",2010,1,2011,1727,2416.404,876.654790541989,7.65852469409272,7.65842596015345,344.8337919266
"WOST","nb",2010,2,2012,820,2325.62944,707.538368168618,11.8315462191623,11.8238353956201,1118.8039601166
"WOST","nb",2010,3,2013,2511,1928.04154,664.64697449882,8.13375140613002,8.13355229021317,402.5863623004
"WOST","nb",2010,4,2014,1757,1005.82545,372.089045343818,8.84891445745385,8.8481476051792,574.6983840401
"WOST","nb",2010,5,2015,648,1859.13727,705.923944963696,9.87890580626587,9.87777393327935,830.7649147139
"GREG","p",2011,1,2012,7290,8135.88583,35.6684955896219,Inf,13.7646182694116,825.7717256763
"GREG","p",2011,2,2013,8208,8083.63892,43.5139875891047,8.72492916270531,8.71961874719753,99.8653256122
"GREG","p",2011,3,2014,5624,8959.31812,41.6036980128267,Inf,13.9202298900772,3311.8392736624
"GREG","p",2011,4,2015,5069,9958.07481,43.6118467093018,Inf,13.9553212098884,4864.4785822203
"GREG","p",2011,5,2016,5291,8212.36216,65.8008530161804,Inf,14.3722150138202,2884.2547341678
"WHIB","p",2011,1,2012,13022,19775.43558,73.7469342831738,Inf,14.4899980494766,6711.8465676538
"WHIB","p",2011,2,2013,22226,17853.473,82.2136460804167,Inf,14.6044084006543,4326.146823033
"WHIB","p",2011,3,2014,16335,24328.72665,95.6383359155233,Inf,14.7546906037037,7939.7933658587
"WHIB","p",2011,4,2015,25256,33501.77727,119.660483484148,Inf,14.9762825643265,8178.2373966533
"WHIB","p",2011,5,2016,10545,14994.98852,104.135002708971,Inf,14.8365206219513,4391.275782755
"WOST","p",2011,1,2012,820,2252.34952,40.8373416452923,Inf,13.9022113845745,1409.311557712
"WOST","p",2011,2,2013,2511,1972.151,42.0485141208985,Inf,13.9202298900772,515.1414719722
"WOST","p",2011,3,2014,1757,1160.96061,26.4435529201885,Inf,13.4650934653169,581.1196186459
"WOST","p",2011,4,2015,648,2022.6762,42.7794269988945,Inf,13.9379294671766,1350.5519014692
"WOST","p",2011,5,2016,580,147.84676,8.36822070535773,Inf,12.2927734721404,427.4379707144
"GREG","nb",2011,1,2012,7290,8777.51769,1282.9273201597,8.6047871041231,8.60462492448275,879.5976401041
"GREG","nb",2011,2,2013,8208,8808.3338,1571.33712754496,8.26031273684838,8.26021870216475,417.471290434
"GREG","nb",2011,3,2014,5624,9824.94919,1531.48383986768,13.9211412722541,13.8940490550707,3343.4128902459
"GREG","nb",2011,4,2015,5069,11042.19124,1647.42325719323,21.4892705181674,17.566549455274,5050.495801257
"GREG","nb",2011,5,2016,5291,9229.48382,2441.4000262962,10.1498317633908,10.1494206300406,2614.0005017744
"WHIB","nb",2011,1,2012,13022,22777.62172,7774.48144379684,10.4534464546144,10.4532679884606,5742.5347674344
"WHIB","nb",2011,2,2013,22226,18909.45886,7912.40220347233,10.1963327405281,10.1961922281903,2834.8053553124
"WHIB","nb",2011,3,2014,16335,32243.25576,11795.5256014452,11.0805819934449,11.0803569948237,9697.887588918
"WHIB","nb",2011,4,2015,25256,56828.95688,19878.7258567409,12.3881933940598,12.3877045293429,20854.8340029452
"WHIB","nb",2011,5,2016,10545,14102.71422,9215.74104650951,9.68715644524303,9.68707210384293,1818.158488315
"WOST","nb",2011,1,2012,820,2230.56077,635.530792818801,11.887043447702,11.8780330635687,1060.9647397711
"WOST","nb",2011,2,2013,2511,1852.44351,604.129389280202,8.21400865734643,8.21376720348948,451.5758100575
"WOST","nb",2011,3,2014,1757,939.72944,310.586843474027,9.4477496420251,9.44609864986066,656.4645467334
"WOST","nb",2011,4,2015,648,1684.70936,540.420240265621,10.2725244987929,10.2703814337735,741.9911096452
"WOST","nb",2011,5,2016,580,98.05261,79.1088791750682,11.1864497176605,11.13968541325,444.9812936775
"GREG","p",2012,1,2013,8208,7811.59668,36.2245968257999,Inf,13.7778845304797,375.9604263126
"GREG","p",2012,2,2014,5624,8697.59367,34.8956080755979,Inf,13.7450258010521,3053.9155526829
"GREG","p",2012,3,2015,5069,9713.53058,37.9149160657412,Inf,13.8267038320663,4623.1430630632
"GREG","p",2012,4,2016,5291,7820.38054,55.0375857089208,Inf,14.2060144757922,2498.3255019226
"GREG","p",2012,5,2017,6607,9420.97436,47.8280478151887,Inf,14.0537612827017,2786.9844761498
"WHIB","p",2012,1,2013,22226,15778.21117,63.5266208258131,Inf,14.3492254955955,6411.9688911455
"WHIB","p",2012,2,2014,16335,21910.86247,75.2019796872169,Inf,14.5099987161833,5533.4275692225
"WHIB","p",2012,3,2015,25256,30781.58837,98.1930278046776,Inf,14.7776801219284,5470.1960094553
"WHIB","p",2012,4,2016,10545,12535.01921,76.035748798357,Inf,14.5198510126263,1947.1105487781
"WHIB","p",2012,5,2017,18123,23454.77556,101.682197258806,Inf,14.8148591251701,5274.4238817808
"WOST","p",2012,1,2013,2511,1434.22306,23.7175325329153,Inf,13.3606141021417,1063.3998705354
"WOST","p",2012,2,2014,1757,912.36397,17.7227536460638,Inf,13.07293202969,834.6416966245
"WOST","p",2012,3,2015,648,1628.38754,29.6647513511091,Inf,13.5829359964056,963.6484925566
"WOST","p",2012,4,2016,580,96.50662,4.91078377996561,Inf,11.825238884958,480.7296960434
"WOST","p",2012,5,2017,2359,1052.69165,26.5470856734798,Inf,13.4502262608314,1291.3360726595
"GREG","nb",2012,1,2013,8208,8330.81147,1273.7679744659,8.05821111172911,8.05811710574442,293.9861902453
"GREG","nb",2012,2,2014,5624,9373.95016,1257.56946189286,14.1284580805454,14.0882049639162,3044.2323529468
"GREG","nb",2012,3,2015,5069,10588.65841,1385.24136982794,41.2534001176351,17.4113115022134,4742.3747693589
"GREG","nb",2012,4,2016,5291,8523.54722,1961.97670231735,9.93765431264752,9.93724429683447,2163.8476645364
"GREG","nb",2012,5,2017,6607,10351.43884,1734.2083088845,11.2222422885266,11.2205990297266,2778.310066714
"WHIB","nb",2012,1,2013,22226,16714.93074,6022.54456926256,10.388629689803,10.3884100823717,3815.1235144944
"WHIB","nb",2012,2,2014,16335,28799.50657,8980.87347279095,10.8889824911111,10.8887444649166,7716.1234203803
"WHIB","nb",2012,3,2015,25256,51379.31074,15751.7913793929,12.2498627249859,12.249335734961,17563.9025947162
"WHIB","nb",2012,4,2016,10545,11763.16415,6564.24797804135,9.53325987512725,9.53316441996652,1304.4591465057
"WHIB","nb",2012,5,2017,18123,32470.78273,12804.4147929972,10.6869071180082,10.6868006020398,7969.7574055161
"WOST","nb",2012,1,2013,2511,1522.49294,446.571068036594,9.30251304820743,9.30153646203191,762.1948588762
"WOST","nb",2012,2,2014,1757,817.77638,259.125301106072,10.7552266390708,10.748023335615,799.0834923982
"WOST","nb",2012,3,2015,648,1497.518,466.387361372184,9.44338667376281,9.44231178237199,594.8572221242
"WOST","nb",2012,4,2016,580,79.13616,62.575372130147,12.4268341643448,12.2365157182882,471.2415385964
"WOST","nb",2012,5,2017,2359,1470.34284,692.532149469261,8.70715359384398,8.70678045138266,646.151934082
"GREG","p",2013,1,2014,5624,8801.07862,29.8420023514952,Inf,13.5837576534559,3160.2502349764
"GREG","p",2013,2,2015,5069,9802.6216,34.5415999146138,Inf,13.7450258010521,4714.1480199276
"GREG","p",2013,3,2016,5291,7989.38736,46.8788006293877,Inf,14.0380129257335,2671.926191187
"GREG","p",2013,4,2017,6607,9565.53179,40.6112905749758,Inf,13.9022113845745,2935.6114587135
"GREG","p",2013,5,2018,14512,9402.31179,46.970843718178,Inf,14.0537612827017,5083.1831234755
"WHIB","p",2013,1,2014,16335,23913.86276,68.0438564812904,Inf,14.4166667763911,7540.481673586
"WHIB","p",2013,2,2015,25256,32886.99976,92.9238344469947,Inf,14.7311601062935,7578.5624984528
"WHIB","p",2013,3,2016,10545,14713.84358,73.3053240187157,Inf,14.4899980494766,4127.486230168
"WHIB","p",2013,4,2017,18123,26241.82945,94.6225295420095,Inf,14.7469084632616,8065.4377846417
"WHIB","p",2013,5,2018,95728,23025.99186,98.1609634706582,Inf,14.7927179992929,72646.5959443318
"WOST","p",2013,1,2014,1757,1091.34056,18.8737415757345,Inf,13.1137540242102,655.019069423
"WOST","p",2013,2,2015,648,1884.84678,31.4094063799317,Inf,13.6325478176254,1219.1324905912
"WOST","p",2013,3,2016,580,143.09041,6.6120112839311,Inf,11.9743197410218,433.1848786935
"WOST","p",2013,4,2017,2359,1404.2226,28.9755004277105,Inf,13.559398109706,938.433265151
"WOST","p",2013,5,2018,3518,2822.21437,74.6769319264304,Inf,14.5011489232152,653.6429852793
"GREG","nb",2013,1,2014,5624,9346.67553,1060.75601246583,17.3919712617664,16.5727731282673,3126.8900150483
"GREG","nb",2013,2,2015,5069,10570.00856,1235.11338513412,68.5187774554702,17.3065542828548,4806.7145813854
"GREG","nb",2013,3,2016,5291,8451.24309,1634.00900493588,10.5301849113917,10.5293044773411,2255.9073796561
"GREG","nb",2013,4,2017,6607,10301.32295,1453.65522031474,12.4844523585443,12.4775830439348,2879.7226750719
"GREG","nb",2013,5,2018,14512,10126.03891,1668.99831054127,11.2860683989349,11.284251213293,3472.1990155401
"WHIB","nb",2013,1,2014,16335,30811.46159,8200.22448149318,11.8740736324508,11.8733868626298,9986.8071383043
"WHIB","nb",2013,2,2015,25256,54304.69703,14870.686179732,13.3087039622218,13.3071154577215,20867.2262197629
"WHIB","nb",2013,3,2016,10545,12943.14485,6013.46867469379,9.39636653094244,9.39628077821503,1355.8219222809
"WHIB","nb",2013,4,2017,18123,35109.06456,11661.4098129506,11.3396924772226,11.3394021399281,10765.9551497528
"WHIB","nb",2013,5,2018,95728,27567.21773,10850.7091955173,17.7719543666475,17.5904425212356,62335.6011442543
"WOST","nb",2013,1,2014,1757,916.79185,260.791931101963,10.2075952480245,10.2035103849531,699.2187883011
"WOST","nb",2013,2,2015,648,1643.82427,468.995354513659,10.9790816203833,10.9741734135976,737.9648089251
"WOST","nb",2013,3,2016,580,95.37123,67.1134253365577,12.5759830796609,12.3840315070468,451.8206009615
"WOST","nb",2013,4,2017,2359,1826.30259,730.579562097283,8.11308305773475,8.1128926508752,381.8353064749
"WOST","nb",2013,5,2018,3518,3009.11307,1108.07986918594,8.25375998406118,8.25362092283079,411.3653747389
"GREG","p",2014,1,2015,5069,9145.41,30.1399410112303,Inf,13.6084502660463,4059.4107504138
"GREG","p",2014,2,2016,5291,7189.11721,40.4287239055732,Inf,13.8838622459063,1875.3144528825
"GREG","p",2014,3,2017,6607,8726.79314,34.4962097747751,Inf,13.7450258010521,2100.3271798164
"GREG","p",2014,4,2018,14512,8477.35001,39.76531448137,Inf,13.8838622459063,6012.2060079903
"GREG","p",2014,5,2019,2778,8248.91206,45.6459623854643,Inf,14.0220125843871,5445.16532369
"WHIB","p",2014,1,2015,25256,30781.25625,79.6080494695914,Inf,14.5677070338039,5480.3459198079
"WHIB","p",2014,2,2016,10545,13172.49347,61.0109970478823,Inf,14.3015974466063,2593.0775238695
"WHIB","p",2014,3,2017,18123,23935.59824,77.9674057415403,Inf,14.5488385494995,5768.6183376406
"WHIB","p",2014,4,2018,95728,20716.6231,80.2342058081702,Inf,14.5770094264662,74966.121566859
"WHIB","p",2014,5,2019,21050,18029.88883,82.4420705597638,Inf,14.6063089732754,2973.5934858501
"WOST","p",2014,1,2015,648,2152.51776,31.0125075145275,Inf,13.6325478176254,1487.025404729
"WOST","p",2014,2,2016,580,199.97662,8.18425092450323,Inf,12.2927734721404,375.4100855514
"WOST","p",2014,3,2017,2359,1534.57719,30.1619465408665,Inf,13.5978505178852,807.4112228683
"WOST","p",2014,4,2018,3518,3110.63836,79.4145129252773,15.133764879538,14.1146225352807,362.5614011448
"WOST","p",2014,5,2019,970,489.49526,14.2521334811841,Inf,12.8393171785085,472.4673069608
"GREG","nb",2014,1,2015,5069,9838.21294,1076.48208386082,55.4397025002467,17.1644949489502,4164.3850060136
"GREG","nb",2014,2,2016,5291,7601.43774,1400.38201002492,9.55281154913984,9.55243379410226,1550.2010135592
"GREG","nb",2014,3,2017,6607,9376.94641,1229.62493569094,11.0772634633672,11.0752726875661,2082.7490300357
"GREG","nb",2014,4,2018,14512,9122.97627,1407.34446439786,13.5167234979699,13.4969279286872,4602.3587295133
"GREG","nb",2014,5,2019,2778,8893.27427,1613.99508409638,43.6534021593878,17.5554636610406,5214.2948254143
"WHIB","nb",2014,1,2015,25256,49573.23515,12392.3128046439,12.9359443997928,12.9346373947932,17484.7275516953
"WHIB","nb",2014,2,2016,10545,11635.74238,4987.1828522704,9.29379270315974,9.29370189147108,1054.2581809626
"WHIB","nb",2014,3,2017,18123,31460.51606,9356.30626129514,11.0179555805558,11.0176986563406,8360.546485723
"WHIB","nb",2014,4,2018,95728,24513.95867,8674.61253481031,19.7163498981658,18.7190093319579,66512.5053269001
"WHIB","nb",2014,5,2019,21050,19418.09487,8204.54733377529,10.0381012271333,10.0379905924541,2238.6147808987
"WOST","nb",2014,1,2015,648,1973.05956,495.443417167291,14.5414966362321,14.3914823760858,1051.025824592
"WOST","nb",2014,2,2016,580,133.02301,83.1273672272358,10.6446793008012,10.6211758961041,405.5927319975
"WOST","nb",2014,3,2017,2359,2134.89601,789.544291574553,7.75683106673635,7.75671029039095,236.0079971145
"WOST","nb",2014,4,2018,3518,3459.12101,1192.73495693442,8.02324116433026,8.0231376918341,281.4389169281
"WOST","nb",2014,5,2019,970,636.02722,296.391096148131,7.65433594434338,7.65403111747723,240.1505739408
"GREG","p",2015,1,2016,5291,6714.32986,38.4856358115861,Inf,13.8446252243342,1401.6159119134
"GREG","p",2015,2,2017,6607,7979.64121,30.5207659620044,Inf,13.6084502660463,1355.4250916527
"GREG","p",2015,3,2018,14512,7753.80269,35.8300959630541,Inf,13.7660792102499,6737.9804515915
"GREG","p",2015,4,2019,2778,7545.1132,41.8438974628027,Inf,13.9202298900772,4743.5242381604
"GREG","p",2015,5,2020,6128,8528.00811,38.7149164105442,Inf,13.8461219179234,2378.1616850093
"WHIB","p",2015,1,2016,10545,12667.67548,57.191219388341,Inf,14.2386836211957,2090.4148093506
"WHIB","p",2015,2,2017,18123,22845.02189,67.7678659518245,Inf,14.4166667763911,4683.7884261169
"WHIB","p",2015,3,2018,95728,19744.27078,71.6670542150171,Inf,14.4695891778454,75943.29215849
"WHIB","p",2015,4,2019,21050,17158.35991,75.2001388655683,Inf,14.5198510126263,3849.1872680063
"WHIB","p",2015,5,2020,22263,25757.16972,91.0343875012002,Inf,14.6988992440753,3442.826072214
"WOST","p",2015,1,2016,580,152.94164,5.67364926774295,Inf,11.9509256210756,423.8638632154
"WOST","p",2015,2,2017,2359,1425.80242,25.5175028867077,Inf,13.4212387239582,918.8102297984
"WOST","p",2015,3,2018,3518,2728.25865,61.4439348003425,Inf,14.3064880872775,755.0930574175
"WOST","p",2015,4,2019,970,400.98189,10.3720276618161,Inf,12.5339355289573,563.1671653481
"WOST","p",2015,5,2020,1245,1689.38307,27.8396472289912,Inf,13.5152774212968,428.6802423111
"GREG","nb",2015,1,2016,5291,7099.93428,1320.84676841136,8.93467695439433,8.93445696949021,1125.3404895202
"GREG","nb",2015,2,2017,6607,8587.15057,1087.73379017417,9.65622485422968,9.65568363446747,1383.2633398625
"GREG","nb",2015,3,2018,14512,8349.68744,1271.46723568308,15.2245678712486,15.1089651359819,5450.9885664748
"GREG","nb",2015,4,2019,2778,8153.15236,1486.1403360105,39.117414328091,17.4801592775802,4545.6912438398
"GREG","nb",2015,5,2020,6128,9345.78696,1401.3957475868,11.5222047509102,11.5194776530837,2434.409131055
"WHIB","nb",2015,1,2016,10545,11069.6379,4579.57976404514,9.26617490964858,9.26607879713328,979.1147147204
"WHIB","nb",2015,2,2017,18123,28668.97842,7912.53218959461,10.6261196692377,10.6259152270268,6420.39865988
"WHIB","nb",2015,3,2018,95728,22526.17184,7552.00188894947,157.990130064843,19.0485688516009,69091.7819671496
"WHIB","nb",2015,4,2019,21050,17975.70192,7306.34062431129,10.1179893730525,10.1178479569183,2623.3922051748
"WHIB","nb",2015,5,2020,22263,34768.75074,11487.3862849356,10.5489899984979,10.548856805612,6922.4630868398
"WOST","nb",2015,1,2016,580,119.74737,75.8166768578523,11.1253890165915,11.0847274443989,422.3256527421
"WOST","nb",2015,2,2017,2359,2019.58329,759.006691192079,7.84030199934691,7.84016509938819,276.7634410425
"WOST","nb",2015,3,2018,3518,3221.81598,1119.64448896713,8.09425783696209,8.094139593148,325.9264758016
"WOST","nb",2015,4,2019,970,552.59514,256.268234048737,8.08300931586926,8.08246677678478,312.6646858448
"WOST","nb",2015,5,2020,1245,2209.84379,758.370659143009,8.14257695976335,8.14239312246702,571.5723600467
"GREG","p",2016,1,2017,6607,7647.76645,25.642566950481,Inf,13.4399669323784,1026.3012940113
"GREG","p",2016,2,2018,14512,7327.91583,28.6669001345233,Inf,13.5324643590684,7167.9163041105
"GREG","p",2016,3,2019,2778,7034.54303,32.4129408478534,Inf,13.6560783150356,4238.2585251003
"GREG","p",2016,4,2020,6128,8108.8692,32.1796896610932,Inf,13.6560783150356,1962.7115324686
"GREG","p",2016,5,2021,13099,9474.27846,39.4259240102656,Inf,13.8651701128941,3602.4718016494
"WHIB","p",2016,1,2017,18123,22217.8533,58.49978360094,Inf,14.264326051809,4061.835713312
"WHIB","p",2016,2,2018,95728,19029.17306,59.5407285916121,Inf,14.2893273540144,76665.2369209592
"WHIB","p",2016,3,2019,21050,16390.84377,61.2982469320116,Inf,14.3137188071386,4624.5503450509
"WHIB","p",2016,4,2020,22263,24928.11627,78.241613280834,Inf,14.5531156032745,2620.9808235633
"WHIB","p",2016,5,2021,64392,39532.31124,125.932577754145,Inf,15.0306766363923,24788.6437689678
"WOST","p",2016,1,2017,2359,1603.32546,26.3593115221441,Inf,13.4634553764732,740.8004602848
"WOST","p",2016,2,2018,3518,3030.69169,61.2367805683549,557.754206511676,14.3025503423016,452.7637429263
"WOST","p",2016,3,2019,970,541.41442,11.587948000789,Inf,12.6029284004442,422.0499969884
"WOST","p",2016,4,2020,1245,1912.05919,28.4379417980493,Inf,13.5324643590684,651.0142732889
"WOST","p",2016,5,2021,2640,1953.29017,91.5615169516373,387.460061425754,14.7048400047207,635.0929555581
"GREG","nb",2016,1,2017,6607,8121.55209,881.074158935198,9.202681802375,9.20225778867549,1036.9971538901
"GREG","nb",2016,2,2018,14512,7760.3521,972.118465491063,158.190533493798,17.0657666778545,6205.8238497062
"GREG","nb",2016,3,2019,2778,7437.92284,1094.40631421705,63.9918629007001,17.1824388396517,4046.6206109046
"GREG","nb",2016,4,2020,6128,8733.95244,1115.74084991744,11.2674104951049,11.2648685845712,1981.1133912868
"GREG","nb",2016,5,2021,13099,10460.94025,1402.42924007512,9.91695177190654,9.91640726434587,1910.6620999645
"WHIB","nb",2016,1,2017,18123,28542.45197,6638.61072586703,10.9667979885285,10.966459929947,6833.2235265953
"WHIB","nb",2016,2,2018,95728,22276.58517,5995.42847695244,Inf,18.8408948884436,70149.9012116789
"WHIB","nb",2016,3,2019,21050,17653.08014,5625.73378947887,9.96464093839023,9.96448989092223,2443.5548131526
"WHIB","nb",2016,4,2020,22263,34501.03163,9529.32468806786,10.7177635342314,10.7175778384296,7325.6293022177
"WHIB","nb",2016,5,2021,64392,73221.9305,21110.6811432022,10.7740113220652,10.7739217092549,5408.3169270674
"WOST","nb",2016,1,2017,2359,2765.66184,939.37620028627,7.63758136162039,7.63749299310724,237.6869602546
"WOST","nb",2016,2,2018,3518,3981.92401,1309.42988322465,7.98969741661808,7.98960713218229,311.9251022729
"WOST","nb",2016,3,2019,970,1050.1932,369.805905087837,6.73250301992073,6.73241081606754,80.6558325718
"WOST","nb",2016,4,2020,1245,3089.252,923.911289008149,10.9767276900193,10.9742179538426,1338.029678344
"WOST","nb",2016,5,2021,2640,2766.63532,1369.00697393017,8.05276683043967,8.05266716090516,287.783694355
