"site","year","sample_id","known_nest","nest_id","species","lat","long"
"JetportSouth","2020",2,"yes","8481","Wood Stork",25.8042452358241,-80.8493676100446
"JetportSouth","2020",3,"no","","Great Egret",25.8041009977716,-80.8505055265898
"JetportSouth","2020",4,"yes","8484","Wood Stork",25.8042369640565,-80.8493989076117
"JetportSouth","2020",5,"no","","Great Egret",25.8033424184279,-80.8504297286732
"JetportSouth","2020",6,"no","","Great Blue Heron",25.8041095153731,-80.8503832233941
"JetportSouth","2020",7,"no","","Snowy Egret",25.8036252433409,-80.8505865649651
"JetportSouth","2020",8,"yes","8552","Great Egret",25.8046342947193,-80.8492899590461
"JetportSouth","2020",9,"yes","8426","Wood Stork",25.804226486326,-80.8495080142045
"JetportSouth","2020",10,"yes","8522","Great Egret",25.8051235964235,-80.8492083757967
"JetportSouth","2020",11,"yes","8473","Wood Stork",25.8042526521324,-80.8493786852611
"JetportSouth","2020",12,"yes","8577","Great Egret",25.804395784178,-80.8492639568773
"JetportSouth","2020",13,"no","","Great Egret",25.8042501861821,-80.8504715627983
"JetportSouth","2020",14,"yes","8565","Wood Stork",25.8044866530073,-80.8492451832888
"JetportSouth","2020",15,"no","","Great Egret",25.8043596595501,-80.8502668917863
"JetportSouth","2020",16,"yes","8563","Wood Stork",25.8045459714323,-80.8492350039644
"JetportSouth","2020",17,"no","","Great Egret",25.803441600222,-80.8503853958805
"JetportSouth","2020",18,"yes","8424","Wood Stork",25.8042424233137,-80.8494912025156
"JetportSouth","2020",19,"no","","Great Blue Heron",25.8038536588046,-80.8505788185282
"JetportSouth","2020",20,"yes","8477","Wood Stork",25.8042441135979,-80.8493771404402
"JetportSouth","2020",21,"yes","8531","Great Egret",25.8048718751193,-80.8492151340653
"JetportSouth","2020",22,"yes","8545","Great Egret",25.8048327187516,-80.8491946911556
"JetportSouth","2020",23,"yes","8428","Wood Stork",25.8042338367081,-80.8495049710561
"JetportSouth","2020",24,"yes","8362","Great Egret",25.8042406097778,-80.8500881428581
"JetportSouth","2020",25,"no","","Great Egret",25.8038489444604,-80.8504896023629
"JetportSouth","2020",26,"yes","8568","Wood Stork",25.8044949681185,-80.849244472271
"JetportSouth","2020",27,"no","","Roseate Spoonbill",25.8041359063694,-80.8504813970038
"JetportSouth","2020",28,"no","","Great Egret",25.803766573175,-80.850425837645
"JetportSouth","2020",29,"no","","Great Blue Heron",25.8040184338205,-80.850493768374
"JetportSouth","2020",30,"no","","Snowy Egret",25.8042734173761,-80.8503444806982
"JetportSouth","2020",31,"yes","8579","Great Egret",25.8044059118265,-80.8492735285117
"JetportSouth","2020",32,"yes","8549","Great Egret",25.804770577418,-80.8492023745669
"JetportSouth","2020",33,"no","","Great Blue Heron",25.8043271800329,-80.8502905850044
"JetportSouth","2020",34,"no","","Great Egret",25.8033130979932,-80.8504306734517
"JetportSouth","2020",35,"yes","8573","Great Egret",25.8045362941119,-80.8492572983663
"JetportSouth","2020",36,"no","","Great Egret",25.8034084117659,-80.8504968643479
"JetportSouth","2020",37,"yes","8561","Wood Stork",25.8045432894397,-80.8492494224913
"JetportSouth","2020",38,"no","","White Ibis",25.8037691739826,-80.8506342590892
"JetportSouth","2020",39,"no","","Great Egret",25.8035851211847,-80.8504254163989
"JetportSouth","2020",40,"yes","8560","Wood Stork",25.8044917819977,-80.84925179252
"JetportSouth","2020",41,"no","","Snowy Egret",25.8042912576443,-80.8505236924156
"JetportSouth","2020",42,"yes","8527","Great Egret",25.8050416865534,-80.8492092322263
"JetportSouth","2020",43,"no","","Great Blue Heron",25.8040273776454,-80.8505180803158
"JetportSouth","2020",44,"no","","Great Blue Heron",25.8040732745384,-80.850383290187
"JetportSouth","2020",45,"no","","Great Egret",25.8033643857029,-80.8504965425949
"JetportSouth","2020",46,"yes","8524","Great Egret",25.8051284878861,-80.8492046801597
"JetportSouth","2020",47,"no","","Wood Stork",25.8043797784112,-80.8503155332699
"JetportSouth","2020",48,"yes","8284","Great Egret",25.8039641965346,-80.8504194920145
"JetportSouth","2020",49,"no","","Great Egret",25.8033847596601,-80.8505108247604
"JetportSouth","2020",50,"no","","Great Egret",25.8039627799493,-80.8504191097963
"JetportSouth","2021",1,"yes","187","Great Egret",25.8044842707924,-80.8493994221466
"JetportSouth","2021",2,"yes","144","Wood Stork",25.8042408673406,-80.8495103263462
"JetportSouth","2021",3,"yes","193","Great Egret",25.8043154523929,-80.8493394904751
"JetportSouth","2021",4,"no","","Great Egret",25.8036231970861,-80.8504585192172
"JetportSouth","2021",5,"no","","White Ibis",25.8036147259945,-80.8505631688309
"JetportSouth","2021",6,"yes","60","Great Blue Heron",25.8045628607664,-80.8500477431745
"JetportSouth","2021",7,"yes","198","Great Egret",25.8042807798148,-80.8494098816914
"JetportSouth","2021",8,"no","","Great Blue Heron",25.8040191751818,-80.8504926462055
"JetportSouth","2021",9,"yes","23","Great Egret",25.803850417753,-80.8504889140184
"JetportSouth","2021",10,"no","","White Ibis",25.8036392838609,-80.8504333460545
"JetportSouth","2021",11,"yes","197","Wood Stork",25.804236912443,-80.849388169324
"JetportSouth","2021",12,"yes","80","Great Blue Heron",25.8048297076962,-80.8499652263081
"JetportSouth","2021",13,"yes","194","Great Egret",25.8042949850826,-80.8494629369569
"JetportSouth","2021",14,"no","","White Ibis",25.8036408848444,-80.8504470984157
"JetportSouth","2021",15,"yes","149","Wood Stork",25.8042376255039,-80.8494951547499
"JetportSouth","2021",16,"no","","White Ibis",25.8036444793402,-80.8504427360079
"JetportSouth","2021",17,"yes","188","Great Egret",25.8044854275701,-80.8493631621572
"JetportSouth","2021",18,"no","","White Ibis",25.8034907343313,-80.8505280183843
"JetportSouth","2021",19,"yes","185","Great Egret",25.804426688715,-80.8493841046719
"JetportSouth","2021",20,"no","","Great Egret",25.8037244981063,-80.8506664840827
"JetportSouth","2021",21,"yes","148","Wood Stork",25.8042302502342,-80.8494711700782
"JetportSouth","2021",22,"no","","Great Egret",25.8031572527994,-80.8505851351351
"JetportSouth","2021",23,"yes","73","Great Egret",25.8042392597741,-80.8500880960484
"JetportSouth","2021",24,"yes","145","Wood Stork",25.8042334801445,-80.8495127771186
"JetportSouth","2021",25,"yes","15","Great Blue Heron",25.8040187731721,-80.8504918545315
"JetportSouth","2021",26,"no","","Great Egret",25.8040029825776,-80.8505469870971
"JetportSouth","2021",27,"yes","62","Great Blue Heron",25.8044964724657,-80.8500855949817
"JetportSouth","2021",28,"no","","Great Egret",25.8038146026861,-80.8506522439442
"JetportSouth","2021",29,"yes","186","Wood Stork",25.8044736394247,-80.8493903264909
"JetportSouth","2021",30,"no","","Great Egret",25.8038492392171,-80.850488852242
"JetportSouth","2021",31,"no","","White Ibis",25.8036231100196,-80.8504336637349
"JetportSouth","2021",32,"yes","184","Great Egret",25.8045210018993,-80.8493562643117
"JetportSouth","2021",33,"no","","White Ibis",25.8036390505892,-80.8504290831323
"JetportSouth","2021",34,"yes","196","Wood Stork",25.8042444686118,-80.8493699151803
"JetportSouth","2021",35,"yes","146","Wood Stork",25.8042315379956,-80.8495009621284
"JetportSouth","2021",36,"no","","White Ibis",25.8036145251879,-80.8505557142761
"JetportSouth","2021",37,"yes","147","Wood Stork",25.804222994474,-80.8494822937433
"JetportSouth","2021",38,"yes","70","Great Blue Heron",25.8043683169301,-80.8500913492879
"JetportSouth","2021",39,"no","","White Ibis",25.8036449435431,-80.8504512917663
"JetportSouth","2021",40,"no","","White Ibis",25.8035225462628,-80.8506356571154
"JetportSouth","2021",41,"no","","Wood Stork",25.8038164555752,-80.8506769089157
"JetportSouth","2021",42,"no","","Great Egret",25.8035079775266,-80.8506332255723
"JetportSouth","2021",43,"no","","Great Egret",25.8030634744559,-80.8505784519283
"JetportSouth","2021",44,"no","","Great Egret",25.8031673257226,-80.8505933106061
"JetportSouth","2021",45,"no","","White Ibis",25.8036388564617,-80.8504419156694
"JetportSouth","2021",46,"no","","Wood Stork",25.8040157205497,-80.8505645737355
"JetportSouth","2021",47,"no","","White Ibis",25.8036087937959,-80.8504567088781
"JetportSouth","2021",48,"no","","Wood Stork",25.8029417079635,-80.8505756625309
"JetportSouth","2021",49,"yes","176","Great Egret",25.8050160678235,-80.8494597237868
"JetportSouth","2021",50,"yes","189","Great Egret",25.8044463010005,-80.849389127427
"Joule","2020",1,"no","","Great Egret",26.0116112140296,-80.6314411922368
"Joule","2020",2,"yes","7635","Great Egret",26.0124302533097,-80.6312940207368
"Joule","2020",3,"no","","Roseate Spoonbill",26.0120126594351,-80.6314478552721
"Joule","2020",4,"yes","7679","Great Egret",26.0126379735859,-80.6309269730788
"Joule","2020",5,"yes","7676","Great Egret",26.0131793245149,-80.6308756542455
"Joule","2020",6,"no","","Roseate Spoonbill",26.0129189437392,-80.6328303924708
"Joule","2020",7,"no","","Great Egret",26.0127137506618,-80.6312510958845
"Joule","2020",8,"yes","7639","Great Egret",26.0121739996321,-80.6313102186046
"Joule","2020",9,"no","","Great Egret",26.0133492564436,-80.6312325920776
"Joule","2020",10,"no","","Great Egret",26.012187127588,-80.6314552916318
"Joule","2020",11,"yes","7674","Great Egret",26.0134193650525,-80.6308978418285
"Joule","2020",12,"yes","7629","Great Egret",26.0133505960779,-80.6312303412619
"Joule","2020",13,"yes","7632","Great Egret",26.0127133044063,-80.6312498776002
"Joule","2020",14,"no","","Great Egret",26.012390907249,-80.6315245295729
"Joule","2020",15,"no","","Great Egret",26.0119730002649,-80.6313610234688
"Joule","2020",16,"no","","Great Egret",26.0118719962831,-80.6313594408561
"Joule","2020",17,"yes","7647","Great Egret",26.0128296589595,-80.6310741822889
"Joule","2020",18,"no","","Great Egret",26.0121141408542,-80.6313626935654
"Joule","2020",19,"yes","7644","Great Egret",26.0134652523504,-80.6311134028068
"Joule","2020",20,"no","","Great Egret",26.0105658419019,-80.6316822560021
"Joule","2020",21,"yes","7677","Great Egret",26.0131986615562,-80.6309456229634
"Joule","2020",22,"yes","7661","Great Egret",26.012090429386,-80.6310996341608
"Joule","2020",23,"no","","Great Egret",26.0126999534217,-80.6312233773807
"Joule","2020",24,"yes","7622","Great Egret",26.0120130318812,-80.6314485571751
"Joule","2020",25,"yes","7616","Great Egret",26.0129504457454,-80.6314908125462
"Joule","2020",26,"yes","7694","Great Egret",26.0121667577452,-80.6308652666506
"Joule","2020",27,"no","","Great Egret",26.0122073865887,-80.6316072316689
"Joule","2020",28,"no","","Great Egret",26.0129502360877,-80.6314896181393
"Joule","2020",29,"yes","7648","Great Egret",26.0127541034574,-80.6309991613136
"Joule","2020",30,"no","","Great Egret",26.0124276822028,-80.6314763152004
"Joule","2020",31,"no","","Great Egret",26.0116014363736,-80.6314570992938
"Joule","2020",32,"yes","7687","Great Egret",26.012373102693,-80.6309259146276
"Joule","2020",33,"yes","7684","Great Egret",26.0123242780023,-80.6308562840294
"Joule","2020",34,"no","","Great Egret",26.012194176226,-80.6314556293434
"Joule","2020",35,"yes","7627","Great Egret",26.0115998415128,-80.631457367536
"Joule","2020",36,"no","","Great Egret",26.0118546513911,-80.6314216308164
"Joule","2020",37,"yes","7678","Great Egret",26.0129740708145,-80.630964996526
"Joule","2020",38,"no","","Great Egret",26.0133483882997,-80.6312498906291
"Joule","2020",39,"yes","7658","Great Egret",26.0121843390533,-80.6310858121165
"Joule","2020",40,"yes","7690","Great Egret",26.0121965396616,-80.6309737677623
"Joule","2020",41,"no","","Roseate Spoonbill",26.012851739014,-80.631520330967
"Joule","2020",42,"no","","White Ibis",26.0102595031514,-80.6317496036163
"Joule","2020",43,"no","","Great Egret",26.0127318464586,-80.6327148629049
"Joule","2020",44,"no","","Great Egret",26.0118558098506,-80.6314710108202
"Joule","2020",45,"yes","7653","Great Egret",26.0123657353426,-80.6310189737067
"Joule","2020",46,"yes","7620","Great Egret",26.0121874043492,-80.631455808372
"Joule","2020",47,"yes","7645","Great Egret",26.0134103583663,-80.631089547744
"Joule","2020",48,"no","","Roseate Spoonbill",26.0105212689046,-80.6321743272013
"Joule","2020",49,"no","","Great Egret",26.0123976350344,-80.6329338014644
"Joule","2020",50,"yes","7652","Great Egret",26.0122496233698,-80.6310550170313
"Joule","2021",1,"yes","2178","Roseate Spoonbill",26.0120109228791,-80.6314508043377
"Joule","2021",2,"yes","2160","Great Egret",26.0128320751238,-80.6315937100608
"Joule","2021",3,"no","","Great Egret",26.0125304460846,-80.6316426081664
"Joule","2021",4,"no","","Great Egret",26.0126218861845,-80.6314373068728
"Joule","2021",5,"no","","Great Egret",26.0124972928923,-80.6316084426273
"Joule","2021",6,"yes","2182","Great Egret",26.012986732937,-80.6313108763308
"Joule","2021",7,"yes","2190","Great Egret",26.0116716043908,-80.6313961873183
"Joule","2021",8,"yes","2185","Great Egret",26.0121045710624,-80.6313100918881
"Joule","2021",9,"yes","2169","Great Egret",26.0130154028783,-80.6314749822921
"Joule","2021",10,"yes","2175","Great Egret",26.0121759985619,-80.6314982853858
"Joule","2021",11,"no","","Great Egret",26.0124923584319,-80.6316673814047
"Joule","2021",12,"no","","Great Egret",26.0120986278352,-80.6316404637043
"Joule","2021",13,"no","","Great Egret",26.012310699086,-80.6315940961501
"Joule","2021",14,"no","","Great Egret",26.012832663926,-80.631592432672
"Joule","2021",15,"yes","2189","Great Egret",26.0117396261279,-80.6314035579635
"Joule","2021",16,"yes","2184","Great Egret",26.0124180846159,-80.6313505542507
"Joule","2021",17,"yes","2195","Great Egret",26.0128804983541,-80.631155520414
"Joule","2021",18,"no","","Great Egret",26.0127312321662,-80.6327153661803
"Joule","2021",19,"yes","2149","Great Egret",26.0127293890543,-80.6327144632573
"Joule","2021",20,"no","","Snowy Egret",26.0130301380595,-80.6329277242866
"Joule","2021",21,"no","","Great Egret",26.0130198349113,-80.6314663940879
"Joule","2021",22,"yes","2186","Great Egret",26.0120944343389,-80.6313640588233
"Joule","2021",23,"no","","Great Egret",26.0124814246259,-80.6315542901844
"Joule","2021",24,"yes","2173","Great Egret",26.0123372499307,-80.6314626666877
"Joule","2021",25,"yes","2188","Great Egret",26.0118540220559,-80.6314167173664
"Joule","2021",26,"yes","2164","Great Egret",26.0124683021144,-80.6315652703671
"Joule","2021",27,"no","","Great Egret",26.0129052475347,-80.6314365003605
"Joule","2021",28,"yes","2172","Great Egret",26.0124670802192,-80.6315189781419
"Joule","2021",29,"no","","Great Egret",26.0121052612259,-80.6316440633345
"Joule","2021",30,"yes","2179","Great Egret",26.0118723768081,-80.6314541012554
"Joule","2021",31,"no","","Great Egret",26.0124972682239,-80.6314878014581
"Joule","2021",32,"no","","Great Egret",26.0130032314303,-80.6314946418661
"Joule","2021",33,"yes","2191","Great Egret",26.0116784756216,-80.63131786765
"Joule","2021",34,"yes","2171","Great Egret",26.0124768662706,-80.6314592342722
"Joule","2021",35,"no","","Great Egret",26.0123052278569,-80.6316201985533
"Joule","2021",36,"yes","2196","Great Egret",26.0126522112264,-80.6312729166312
"Joule","2021",37,"yes","2177","Great Egret",26.0119775989134,-80.6315558211145
"Joule","2021",38,"yes","2170","Great Egret",26.0129055143299,-80.6314385011002
"Joule","2021",39,"no","","Great Egret",26.0126081572162,-80.6315695463784
"Joule","2021",40,"yes","2161","Great Egret",26.0129425415222,-80.6315838063953
"Joule","2021",41,"no","","Great Egret",26.0129503716815,-80.6315667291062
"Joule","2021",42,"yes","2163","Great Egret",26.0126097407033,-80.6315693109475
"Joule","2021",43,"no","","Great Egret",26.0125043453626,-80.6316681765768
"Joule","2021",44,"no","","Roseate Spoonbill",26.012241196845,-80.6318272606414
"Joule","2021",45,"no","","Great Egret",26.012204123408,-80.6316836856181
"Joule","2021",46,"no","","Great Egret",26.0122967106252,-80.6316897356947
"Joule","2021",47,"no","","Great Egret",26.012090643587,-80.6316500036878
"Joule","2021",48,"no","","Great Egret",26.0133889385396,-80.6321933178047
"Joule","2021",49,"yes","2166","Great Egret",26.0122855036161,-80.631651032269
"Joule","2021",50,"no","","Great Egret",26.0125045046951,-80.6317106898476
"StartMel","2020",1,"yes","3042","Great Egret",25.9482115317694,-80.6386629205156
"StartMel","2020",2,"no","","Great Egret",25.9475525292162,-80.6386197860417
"StartMel","2020",3,"no","","Great Egret",25.9477943139979,-80.6387133365362
"StartMel","2020",4,"no","","Roseate Spoonbill",25.9478847566419,-80.6388662125165
"StartMel","2020",5,"yes","3043","Great Egret",25.9480610197673,-80.6387340556696
"StartMel","2020",6,"no","","Great Egret",25.9480621871535,-80.6387333388825
"StartMel","2020",7,"yes","3068","Great Egret",25.9480189668305,-80.6384485157994
"StartMel","2020",8,"no","","Great Egret",25.9475707765466,-80.638591749237
"StartMel","2020",9,"no","","Roseate Spoonbill",25.9487146464186,-80.638819304022
"StartMel","2020",10,"no","","Great Egret",25.9477881486777,-80.6387562681212
"StartMel","2020",11,"yes","3033","Great Egret",25.9486166554444,-80.6386077241315
"StartMel","2020",12,"yes","3051","Great Egret",25.9474251742053,-80.6386921808417
"StartMel","2020",13,"no","","Great Egret",25.9476951432421,-80.6387990855115
"StartMel","2020",14,"yes","3081","Great Egret",25.9475843674048,-80.638516806808
"StartMel","2020",15,"yes","3064","Great Egret",25.9485257342158,-80.6385795790949
"StartMel","2020",16,"yes","3069","Great Egret",25.9479797069526,-80.638560713898
"StartMel","2020",17,"yes","3067","Great Egret",25.9480457291985,-80.6385047763744
"StartMel","2020",18,"yes","3074","Great Egret",25.947710581819,-80.6384987643082
"StartMel","2020",19,"yes","3079","Great Egret",25.9475766469813,-80.638574481586
"StartMel","2020",20,"yes","3054","Great Egret",25.9475027276108,-80.6387268601086
"StartMel","2020",21,"no","","Great Egret",25.9482134484247,-80.6386612601275
"StartMel","2020",22,"yes","3078","Great Egret",25.947630580556,-80.63852915254
"StartMel","2020",23,"yes","3060","Great Egret",25.9485908600917,-80.6385551606742
"StartMel","2020",24,"yes","3052","Great Egret",25.9474236663205,-80.6386616883571
"StartMel","2020",25,"yes","3028","Great Egret",25.947694444902,-80.6387986214155
"StartMel","2020",26,"yes","3047","Great Egret",25.9477929553384,-80.6387149771903
"StartMel","2020",27,"yes","3040","Great Egret",25.9483365426572,-80.6386928317281
"StartMel","2020",28,"yes","3061","Great Egret",25.9486271956971,-80.6384533189097
"StartMel","2020",29,"no","","Great Egret",25.9483438062458,-80.6387148815048
"StartMel","2020",30,"no","","Great Egret",25.948044214073,-80.6387821246847
"StartMel","2020",31,"yes","3075","Great Egret",25.9477641151516,-80.6385707342194
"StartMel","2020",32,"no","","Roseate Spoonbill",25.9487581192286,-80.6387727789269
"StartMel","2020",33,"yes","3038","Great Egret",25.9483315891048,-80.6386098470795
"StartMel","2020",34,"yes","3046","Great Egret",25.9478011479199,-80.6387113761968
"StartMel","2020",35,"no","","Great Egret",25.948536341644,-80.6385773064345
"StartMel","2020",36,"no","","Roseate Spoonbill",25.9479358893952,-80.6388667683005
"StartMel","2020",37,"no","","Great Egret",25.9478257320151,-80.6387233581855
"StartMel","2020",38,"no","","Great Egret",25.9485257060228,-80.6385803940492
"StartMel","2020",39,"no","","Great Egret",25.9483151313735,-80.6386189584521
"StartMel","2020",40,"no","","Great Egret",25.9478838683574,-80.638671842304
"StartMel","2020",41,"no","","Great Egret",25.9482662250361,-80.638693648925
"StartMel","2020",42,"no","","Great Egret",25.9478859410669,-80.6387571685634
"StartMel","2020",43,"yes","3076","Great Egret",25.9478013377107,-80.6384725555241
"StartMel","2020",44,"yes","3059","Great Egret",25.9485937098975,-80.6385505429025
"StartMel","2020",45,"no","","Great Egret",25.9478916866248,-80.6389058065979
"StartMel","2020",46,"no","","Great Egret",25.9486158572228,-80.6386098236449
"StartMel","2020",47,"no","","Great Egret",25.9477654961665,-80.6385732938583
"StartMel","2020",48,"yes","3070","Great Egret",25.9480176407128,-80.6384751411782
"StartMel","2020",49,"no","","Roseate Spoonbill",25.9482056676441,-80.6388209151535
"StartMel","2020",50,"no","","Great Egret",25.9483325062531,-80.6386095600154
"StartMel","2021",1,"no","","Great Egret",25.9482307949013,-80.6386148926904
"StartMel","2021",2,"no","","Great Egret",25.9483507858653,-80.638588856664
"StartMel","2021",3,"no","","Great Egret",25.9482212701376,-80.6386103120787
"StartMel","2021",4,"yes","19215","Great Egret",25.9479045023,-80.6386964698559
"StartMel","2021",5,"yes","19193","Great Egret",25.9474284470499,-80.6387808104386
"StartMel","2021",6,"no","","Great Egret",25.9481311470436,-80.6386264580473
"StartMel","2021",7,"yes","19157","White Ibis",25.9487549267351,-80.6388923058853
"StartMel","2021",8,"no","","Great Egret",25.9478497190999,-80.6387810900012
"StartMel","2021",9,"yes","19201","Great Egret",25.9485899720211,-80.6386647753755
"StartMel","2021",10,"no","","Great Egret",25.9475719669011,-80.638766175459
"StartMel","2021",11,"yes","19156","White Ibis",25.9487533949671,-80.6389027663371
"StartMel","2021",12,"no","","Great Egret",25.9478175464814,-80.6386195848139
"StartMel","2021",13,"yes","19220","Great Egret",25.9478490706077,-80.638720986436
"StartMel","2021",14,"yes","19190","Great Egret",25.9475790958313,-80.6387667751894
"StartMel","2021",15,"yes","19205","Great Egret",25.9482409570029,-80.6386352349694
"StartMel","2021",16,"yes","19211","Great Egret",25.9480028097678,-80.638646823843
"StartMel","2021",17,"yes","19209","Great Egret",25.9481383241011,-80.6386807946932
"StartMel","2021",18,"yes","19207","Great Egret",25.9481946178498,-80.638655824778
"StartMel","2021",19,"yes","19203","Great Egret",25.9486553966925,-80.6386278883254
"StartMel","2021",20,"no","","Great Egret",25.9483306572553,-80.6386157326155
"StartMel","2021",21,"no","","Great Egret",25.9478572907277,-80.6386424832983
"StartMel","2021",22,"no","","Great Egret",25.9477591391198,-80.6387205927187
"StartMel","2021",23,"yes","19189","Great Egret",25.9476556196726,-80.6387940769157
"StartMel","2021",24,"yes","19149","White Ibis",25.9488740979572,-80.6389505489147
"StartMel","2021",25,"yes","19218","Great Egret",25.9477594331005,-80.6387196137869
"StartMel","2021",26,"no","","Great Egret",25.9480418258679,-80.6386762079909
"StartMel","2021",27,"no","","Great Egret",25.9479046492,-80.6386951469312
"StartMel","2021",28,"no","","Great Egret",25.9489110726357,-80.6388596688094
"StartMel","2021",29,"no","","Great Egret",25.9485555411639,-80.6385921537324
"StartMel","2021",30,"yes","19202","Great Egret",25.9486199200243,-80.63864454482
"StartMel","2021",31,"yes","19208","Great Egret",25.9482212075534,-80.6386611137342
"StartMel","2021",32,"yes","19185","Great Egret",25.9478487394702,-80.6387817274127
"StartMel","2021",33,"no","","Great Egret",25.9479163284616,-80.6387527746153
"StartMel","2021",34,"no","","Roseate Spoonbill",25.9480776669573,-80.6386657597583
"StartMel","2021",35,"yes","19212","Great Egret",25.9480419113085,-80.6386763538462
"StartMel","2021",36,"no","","Great Egret",25.9481756513628,-80.6391114155231
"StartMel","2021",37,"no","","Great Egret",25.9481570172863,-80.6386245668469
"StartMel","2021",38,"no","","Great Egret",25.9485253678858,-80.638618036823
"StartMel","2021",39,"no","","White Ibis",25.9489296415848,-80.639007744594
"StartMel","2021",40,"yes","19217","Great Egret",25.9478086945364,-80.6387156608736
"StartMel","2021",41,"yes","19213","Great Egret",25.9479298503917,-80.6387461356989
"StartMel","2021",42,"yes","19186","Great Egret",25.9477654535715,-80.638768328182
"StartMel","2021",43,"yes","19214","Great Egret",25.9479875392382,-80.6386771245241
"StartMel","2021",44,"no","","Great Egret",25.9475812530733,-80.6387660059415
"StartMel","2021",45,"yes","19219","Great Egret",25.9478577109454,-80.6386418976762
"StartMel","2021",46,"no","","Great Egret",25.9474282799437,-80.6387808243159
"StartMel","2021",47,"no","","Great Egret",25.9475761486441,-80.6387591069716
"StartMel","2021",48,"no","","White Ibis",25.9489100406463,-80.6389957162367
"StartMel","2021",49,"yes","19204","Great Egret",25.9483897898044,-80.6386546808372
"StartMel","2021",50,"no","","Great Egret",25.9486214389778,-80.6386442623166
"Vacation","2020",1,"no","","Great Egret",25.9148138437426,-80.630350902127
"Vacation","2020",2,"no","","Great Egret",25.9146321436088,-80.6304002962901
"Vacation","2020",3,"no","","Great Egret",25.9141069983553,-80.6305654477291
"Vacation","2020",4,"no","","Great Egret",25.9147609934845,-80.6303464152991
"Vacation","2020",5,"yes","11475","Great Egret",25.9140776354963,-80.6305478625432
"Vacation","2020",6,"no","","Great Egret",25.9145460062323,-80.6305484669978
"Vacation","2020",7,"no","","Great Egret",25.9141314987823,-80.6307720184913
"Vacation","2020",8,"yes","11463","Great Blue Heron",25.9151422642972,-80.6304692413507
"Vacation","2020",9,"no","","Great Egret",25.9152923572533,-80.6304727785828
"Vacation","2020",10,"yes","11476","Great Egret",25.9140364877228,-80.6304145913955
"Vacation","2020",11,"no","","Great Blue Heron",25.9155431323822,-80.6303824608217
"Vacation","2020",12,"yes","11464","Great Blue Heron",25.9151028056752,-80.6304235828174
"Vacation","2020",13,"no","","Great Egret",25.9146257347368,-80.6303721982608
"Vacation","2020",14,"no","","Roseate Spoonbill",25.9146722150642,-80.6307386648166
"Vacation","2020",15,"yes","11488","Great Egret",25.914622383979,-80.630238938883
"Vacation","2020",16,"no","","Great Blue Heron",25.9148801331955,-80.6307547242066
"Vacation","2020",17,"yes","11456","Great Egret",25.9149302840075,-80.6305889737934
"Vacation","2020",18,"yes","11467","Great Egret",25.914916996405,-80.6304799462508
"Vacation","2020",19,"yes","11472","Great Egret",25.9146531777142,-80.6303871916799
"Vacation","2020",20,"yes","11471","Great Blue Heron",25.9147109762413,-80.6305240050256
"Vacation","2020",21,"no","","Great Egret",25.9148403592765,-80.630485133282
"Vacation","2020",22,"no","","Great Egret",25.9149842901594,-80.6305131157705
"Vacation","2020",23,"yes","11457","Great Egret",25.914543936568,-80.6305510010644
"Vacation","2020",24,"no","","Great Egret",25.9149783612944,-80.6304938827667
"Vacation","2020",25,"yes","11490","Great Egret",25.9146067422198,-80.630226613354
"Vacation","2020",26,"yes","11482","Great Egret",25.9151853407005,-80.6302316554911
"Vacation","2020",27,"yes","11480","Great Blue Heron",25.9154543540924,-80.6303150347821
"Vacation","2020",28,"no","","Great Egret",25.9147293150108,-80.6303531364899
"Vacation","2020",29,"no","","Great Egret",25.9148241498087,-80.630344750391
"Vacation","2020",30,"no","","Great Egret",25.9145366550559,-80.6305281981521
"Vacation","2020",31,"no","","Great Egret",25.9141773030292,-80.6307297068831
"Vacation","2020",32,"no","","Wood Stork",25.9147653067335,-80.6303631584675
"Vacation","2020",33,"yes","11461","Great Egret",25.9152476604281,-80.6304667819196
"Vacation","2020",34,"yes","11477","Great Egret",25.9137294791836,-80.6305008052662
"Vacation","2020",35,"no","","Great Egret",25.9141421608517,-80.6307103562807
"Vacation","2020",36,"no","","Great Blue Heron",25.9147124655509,-80.6305226002756
"Vacation","2020",37,"yes","11460","Great Blue Heron",25.9155419869614,-80.6303837949809
"Vacation","2020",38,"yes","11465","Great Egret",25.9151311932969,-80.630470547969
"Vacation","2020",39,"no","","Great Egret",25.9146278034883,-80.6304032163737
"Vacation","2020",40,"yes","11470","Great Egret",25.9146321643717,-80.6303949467501
"Vacation","2020",41,"no","","Great Blue Heron",25.9151428090592,-80.6304691672292
"Vacation","2020",42,"yes","11469","Great Blue Heron",25.9147135817889,-80.6304075161808
"Vacation","2020",43,"yes","11485","Great Egret",25.9148103795818,-80.6303519460501
"Vacation","2020",44,"no","","Great Egret",25.9150033830786,-80.6306768962386
"Vacation","2020",45,"yes","11491","Great Egret",25.914328159555,-80.6303051784576
"Vacation","2020",46,"yes","11474","Great Egret",25.9143859616928,-80.6304664614301
"Vacation","2020",47,"yes","11453","Great Blue Heron",25.9148642932509,-80.6307473534569
"Vacation","2020",48,"no","","Great Blue Heron",25.9149315081313,-80.6305903097297
"Vacation","2020",49,"yes","11455","Great Blue Heron",25.9149705249338,-80.6306238874311
"Vacation","2020",50,"yes","11489","Great Egret",25.9147578972242,-80.6303481017324
